I_RX,Q_RX
-0.000403653657617099,0.000413209066325126
-0.000125498447825346,-0.000389631330152219
-0.000390507109390939,0.000417132630064737
-0.000385629428254074,0.000409649665535978
-0.000393996802767159,-0.000379978658479074
0.000129439584753782,-0.000144848801900257
-0.000130613474298243,0.000132328760345542
0.00038629068126519,0.000119137739002751
-0.00038751474809874,0.000137353649233002
-0.000401097894414441,0.000409853376447829
-0.00012458313547123,0.00040314208570808
-0.000397356708627417,0.000414751802687961
0.000389813369330838,0.000383964848893771
-0.000134379536928229,-0.000135583682316191
-0.000135882749999679,0.00012220326709485
0.000131002556508655,-0.000152316710910165
-0.000142433351855084,0.000406812996061277
-0.000136751859605874,0.00012447063485474
0.000391781331608727,0.000388573794952488
-0.000123115173715309,0.000399182209513862
0.000413582105329457,-0.00040500341846109
-0.000396562851257484,-0.000136936432094463
-0.000404979503141646,0.000404146092419555
0.000398991177124785,0.000123654591241211
-0.000398408685328228,-0.000379831964393299
-0.000134382829051777,0.000402493295509503
0.000390275322567447,-0.000149076697358673
-0.000129472754153308,-0.000403756063309004
-0.000139718064230536,-0.000415366957573913
0.000138413606451578,0.0003947406105025
0.000120611586002728,-0.000403449868737093
0.000416030390066486,0.000377074848226826
-0.000400848664180302,-0.000118060469723033
-0.000390788155219668,-0.000378772842077331
0.00013367965388294,0.000115900633394237
-0.000393966775066084,-0.000119299723907942
0.000132460729340203,0.00038746267806344
-0.000144285844731732,-0.000125637659852889
-0.000132203280094848,-0.000396167737400138
0.000127635281128749,-0.00041265431169107
0.000387022467364564,0.000114942554595711
0.000133585217507006,-0.000414627818936201
-0.000403827390955671,-0.000395470945673316
-0.000144732678198765,0.000138507129533445
0.000131391636983992,0.000381606494475614
0.000389078874833768,0.000109292582310418
0.000128808009291211,0.000118919245850424
-0.000397499512001692,0.000403148583095224
0.000117060541146487,-0.000134881807403057
0.000382876342146664,0.00010779792867608
-0.000128636166312056,0.000397791227054506
-0.000133422916550667,-0.00039841023588065
-0.00012404152262472,0.000387040099893451
0.000111583281125336,0.000130947759204747
0.000391030339514635,-0.00041565103230846
-0.000126655092297864,0.000397711888658502
-0.000141934617740112,0.000132882307986468
0.000150502227579925,0.000394742981711589
-0.000389434958693946,0.000408486638989497
-0.000129739075977096,0.00013368761494295
-0.000412142441266962,-0.000396546786357788
-0.000409436061442477,0.000153721870608098
0.00039890298611356,0.000373049900747707
-0.00012789057479364,0.00013359364183016
0.000388437671700777,-0.000417956609076813
-0.000126391988076463,0.000142301293712012
-0.00039262283911713,0.000424630674639501
0.00038961667937539,-0.000405481826173863
0.000145942504619291,0.000390496223906167
-0.000141377130440594,0.000129467046805869
-0.000138084378305148,-0.000134041379589588
-0.000131134527479449,0.000390854318479847
0.000135269213056964,0.000394002773735351
-0.000125966788545794,0.000124690951394893
-0.00013583687632469,-0.000142755982057726
-0.000396179909717513,0.000411769671326342
-0.000132977405843303,-0.000136925471571079
-0.000138493212811594,-0.000127355967271606
0.000384483233266661,-0.000139445180645238
-0.000140764891457441,0.000122884623519073
-0.000410610353993425,-0.000122296001984603
-0.00014716678396759,0.000135474233370018
-0.000144399869258333,0.000130203929845876
0.000403863036687165,0.000121772884440423
-0.00038298771582505,-0.000376099474016181
0.000132431573767448,0.000385275887082125
0.000379439441298886,0.000117962953231459
-0.00040607607562686,0.000416262404452075
-0.000393442092066097,0.000408941485157677
-0.000411430487526873,-0.000121238471834691
-0.000142556842068203,-0.00013852949968226
-0.000134991553336521,0.000135323676251907
0.000388106668882402,-0.000152409065942363
-0.000402556601460572,0.000144573742029623
-0.000119554410025749,-0.000394571533725632
-0.000409573054030595,0.000161740042219921
0.000395318194579638,0.000117598152572538
-0.000403586169747408,0.000158367902280321
0.000391505329271566,0.00013149594953384
-0.000403035030657771,0.000148513816296421
0.000147071839547261,0.000388470726422162
-0.000395557981233708,-0.000387361478789116
0.000129671161407849,-0.000139330691631076
-0.000139224298739254,0.000138044396336521
-0.000408309158345721,-0.000378265248925282
0.000141054281269121,0.000375976904995882
-0.000149255904269125,-0.000136458420290236
0.000394801925060172,-0.000136837899800213
0.000129954431286478,-0.00039885787863611
0.000127369552497131,-0.000156199136806593
0.000117672726222674,-0.000129907365914217
0.000397529207998513,-0.000141357621310768
0.000127389479223445,-0.000155652980987984
-0.000414610064134904,0.000144012635328293
-0.000400290157033843,-0.000382839459511733
0.00037000768006928,0.000124132664163423
0.000388594357210594,0.000369713740191285
0.000397801083474476,-0.000164387888995347
-0.000132229749701116,0.000399744185254885
0.000117207957743102,0.000132087485621307
0.000131764190986253,-0.000135459865785961
-0.000140097943332925,-0.000134715576974201
-0.000121432101381382,-0.00012829306972711
-0.000135000001699838,-0.000112616371328228
-0.000142267099701004,0.000123104496528599
0.000384376187247623,0.000386015557666396
0.000123553180968442,-0.00040734595761941
0.000133809297126503,0.000127373945788166
0.00014055548625004,-0.00040905693200301
0.00038813820444189,0.000119775397548186
-0.000119933730502823,0.000396874723560851
-0.000136221464247853,-0.000399755186011003
-0.000405796549061076,0.000400177198706479
-0.000133518604236784,0.000133949093660123
-0.000410270777411416,-0.000376472714702794
0.000126739723493653,0.000118642117883523
-0.000411306350078321,-0.000101052387183251
-0.000390373779300637,-0.000379496586803945
0.000401335670058613,0.000393370226404498
0.000391186835326963,0.000111411829883407
0.000391826507091318,0.000388711124592858
-0.000401903446825832,-0.000388843871229615
0.000139955317272423,0.000120830975605881
-0.00040258259290447,0.000410222951957129
0.000404720907907133,-0.000407526127915242
-0.000395533590456659,-0.000389820527518268
0.000131999086874105,-0.000132990426161927
-0.000128793620368043,0.000394685062006662
0.000405522480895731,-0.000400628510033424
-0.000410571132023313,0.000134869346760386
0.000397193685563912,-0.000143044952128589
-0.000132670399473916,-0.000140695194767726
-0.000130684046679728,-0.000405203601767983
-0.000135737017609436,0.000127618666187931
-0.000121789043224085,-0.000398691591415612
-0.000389344757748614,-0.000370248520743163
0.000140529292317443,-0.000157011880269974
0.000396334715356132,-0.000408802977111831
-0.000398427994826467,0.000152469758383427
