I_RX,Q_RX
-0.000403653657617099,0.000399365039223579
-0.000125498447825346,-0.000394251330076237
-0.000390507109390939,0.000403750082129316
-0.000385629428254074,0.000396432888780825
-0.000393996802767159,-0.000393968943833941
0.000129439584753782,-0.000140416963759352
-0.000130613474298243,0.000127848297558495
0.00038629068126519,0.000132699926569607
-0.00038751474809874,0.000123905059173806
-0.000401097894414441,0.000396096553122324
-0.00012458313547123,0.000399037279711689
-0.000397356708627417,0.000401128610256738
0.000389813369330838,0.000397811475293566
-0.000134379536928229,-0.000140358963410238
-0.000135882749999679,0.000117532625208961
0.000131002556508655,-0.000147834844614247
-0.000142433351855084,0.000402087084355644
-0.000136751859605874,0.000119771025053722
0.000391781331608727,0.000402491953466151
-0.000123115173715309,0.000395126252151614
0.000413582105329457,-0.000390807680619695
-0.000396562851257484,-0.0001508681808337
-0.000404979503141646,0.000390250241487988
0.000398991177124785,0.00013766304311794
-0.000398408685328228,-0.000393976226665563
-0.000134382829051777,0.000398045881206129
0.000390275322567447,-0.00013553885163194
-0.000129472754153308,-0.000408523458718758
-0.000139718064230536,-0.000420499204449649
0.000138413606451578,0.000399814732036562
0.000120611586002728,-0.000399483939911607
0.000416030390066486,0.000391832793403865
-0.000400848664180302,-0.000132130376612185
-0.000390788155219668,-0.000392650343992299
0.00013367965388294,0.000120639476343535
-0.000393966775066084,-0.000133130065313991
0.000132460729340203,0.000392324484325857
-0.000144285844731732,-0.000130752814296968
-0.000132203280094848,-0.000401025859456093
0.000127635281128749,-0.000408448720542834
0.000387022467364564,0.000128527739545522
0.000133585217507006,-0.000410215654371299
-0.000403827390955671,-0.000409813965967618
-0.000144732678198765,0.000133537379271296
0.000131391636983992,0.000386427397606976
0.000389078874833768,0.000122946134683048
0.000128808009291211,0.000123489807199902
-0.000397499512001692,0.000389513331183935
0.000117060541146487,-0.000130876179665819
0.000382876342146664,0.000121233972776876
-0.000128636166312056,0.000393541624516993
-0.000133422916550667,-0.000403312315482306
-0.00012404152262472,0.000382944392560773
0.000111583281125336,0.000134924151704124
0.000391030339514635,-0.000402249309675032
-0.000126655092297864,0.000393531418389718
-0.000141934617740112,0.000128006839570713
0.000150502227579925,0.000400239248642904
-0.000389434958693946,0.000395136261266859
-0.000129739075977096,0.000129238515100193
-0.000412142441266962,-0.000411180830379878
-0.000409436061442477,0.000139517748574689
0.00039890298611356,0.000387207290415525
-0.00012789057479364,0.00012920903579036
0.000388437671700777,-0.000404646829749656
-0.000126391988076463,0.000137974327173087
-0.00039262283911713,0.000411178814184327
0.00038961667937539,-0.000392123271058675
0.000145942504619291,0.000395830673216019
-0.000141377130440594,0.000124608964522614
-0.000138084378305148,-0.000138945096493529
-0.000131134527479449,0.000386513242894827
0.000135269213056964,0.000398966640888294
-0.000125966788545794,0.000120368098867007
-0.00013583687632469,-0.000147586526399326
